lat_gps,lon_gps,alt_gps,roll,pitch,yaw,vn,ve,vf,vl,vu,ax,ay,az,af,al,au,wx,wy,wz,wf,wl,wu,pos_accuracy,vel_accuracy,navstat,numsats,posmode,velmode,orimode,lat,lon,depth,height,time,time_gps
34.525468568,108.427525286,7.4455,0.029321531433504737,-0.3467969223712733,2.870892086605473,0.5195262626384424,-1.8413549315676994,2.328196,0.015625,1.556025139083956,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009,0.02,0.0016,-0.0009,0.02,0.0016,2.328196,-0.015625,0.813,0.0,0.0,0.0,0.0,34.526536736,108.423466573,0.0,-0.0009,0.0,53531.0
34.525468568,108.427525286,7.4455,0.028274333882308142,-0.3391174736624982,2.8715902183062703,0.5215746734834367,-1.8586519409700104,2.328196,0.015625,1.5262118389496457,7.683815181521105,0.05156765676569638,2.630363036304641,7.683815181521105,0.05156765676569638,2.630363036304641,0.0091,0.03,0.0032,0.0091,0.03,0.0032,2.328196,-0.015625,0.797,0.3029999999998836,0.3029999999998836,0.3029999999998836,0.3029999999998836,34.526538392,108.423459148,0.0,0.0091,0.3029999999998836,53531.0
34.525468568,108.427525286,8.4378,0.0307177948351002,-0.3363249468593073,2.872288350007068,-30.518214105236083,16.620268692062897,-25.032015,25.032015,-6.798440067475358,-250.32014999908935,250.32014999908935,7.809999999971588,-250.32014999908935,250.32014999908935,7.809999999971588,0.0497,0.03,0.0057,0.0497,0.03,0.0057,-25.032015,-25.032015,0.781,0.4030000000002474,0.4030000000002474,0.4030000000002474,0.4030000000002474,34.526538392,108.423459148,0.0,0.0497,0.4030000000002474,53531.0
34.525468568,108.427525286,8.4378,0.03682644721708035,-0.3331833542057175,2.8731610146330655,-30.512230274772996,16.713274236375202,-25.032015,25.032015,-6.592463415097075,-247.84173267410648,247.84173267410648,7.584158415867263,-247.84173267410648,247.84173267410648,7.584158415867263,0.0779,0.03,0.0084,0.0779,0.03,0.0084,-25.032015,-25.032015,0.766,0.5039999999999054,0.5039999999999054,0.5039999999999054,0.5039999999999054,34.526538392,108.423459148,0.0,0.0779,0.5039999999999054,53531.0
34.525468568,108.427525286,8.4378,0.0445058959258554,-0.3296926957017289,2.874208212184262,-30.50293440115854,16.82301814005745,-25.032015,25.032015,-6.349107614331886,-250.32014999908935,250.32014999908935,7.419999999973006,-250.32014999908935,250.32014999908935,7.419999999973006,0.079,0.04,0.0095,0.079,0.04,0.0095,-25.032015,-25.032015,0.742,0.6040000000002692,0.6040000000002692,0.6040000000002692,0.6040000000002692,34.526538392,108.423459148,0.0,0.079,0.6040000000002692,53531.0
34.525468568,108.427525286,8.4378,0.05096361415823442,-0.32602750427254074,2.8752554097354586,-30.492109698143942,16.92294870587139,-25.032015,25.032015,-6.129075311598916,-247.84173267410648,247.84173267410648,7.118811881212221,-247.84173267410648,247.84173267410648,7.118811881212221,0.0541,0.04,0.0088,0.0541,0.04,0.0088,-25.032015,-25.032015,0.719,0.7049999999999272,0.7049999999999272,0.7049999999999272,0.7049999999999272,34.526538392,108.423459148,0.0,0.0541,0.7049999999999272,53531.0
34.525468568,108.427525286,8.4378,0.05375614096142535,-0.3216641811425549,2.8764771402118545,-30.477925661000484,17.00087444748086,-25.032015,25.032015,-5.979372069370651,-250.32014999908935,250.32014999908935,6.9499999999747155,-250.32014999908935,250.32014999908935,6.9499999999747155,0.0095,0.05,0.0071,0.0095,0.05,0.0071,-25.032015,-25.032015,0.695,0.805000000000291,0.805000000000291,0.805000000000291,0.805000000000291,34.526538392,108.423459148,0.0,0.0095,0.805000000000291,53531.0
34.525468568,108.427525286,8.4378,0.05445427266222309,-0.3166027263117714,2.877349804837852,-30.47027853531368,17.054757949534874,-25.032015,25.032015,-5.861099827133946,-250.320150001366,250.320150001366,6.720000000036671,-250.320150001366,250.320150001366,6.720000000036671,0.0171,0.06,0.0058,0.0171,0.06,0.0058,-25.032015,-25.032015,0.672,0.9049999999997453,0.9049999999997453,0.9049999999997453,0.9049999999997453,34.526538392,108.423459148,0.0,0.0171,0.9049999999997453,53531.0
34.525468568,108.427525286,8.4378,0.05567600313861911,-0.31066860685499065,2.8782224694638487,-30.463924701701565,17.11921177025852,-25.032015,25.032015,-5.70225973229465,-250.32014999908935,250.32014999908935,6.559999999976135,-250.32014999908935,250.32014999908935,6.559999999976135,0.0124,0.07,0.0044,0.0124,0.07,0.0044,-25.032015,-25.032015,0.656,1.0050000000001091,1.0050000000001091,1.0050000000001091,1.0050000000001091,34.526538392,108.423459148,0.0,0.0124,1.0050000000001091,53531.0
34.525468568,108.427525286,8.4378,0.05742133239061344,-0.30316369107141505,2.879095134089846,-30.45928136126792,17.192985414857517,-25.032015,25.032015,-5.49887901304102,-247.84173267410648,247.84173267410648,6.267326732694488,-247.84173267410648,247.84173267410648,6.267326732694488,0.0323,0.08,0.0026,0.0323,0.08,0.0026,-25.032015,-25.032015,0.633,1.1059999999997672,1.1059999999997672,1.1059999999997672,1.1059999999997672,34.526538392,108.423459148,0.0,0.0323,1.1059999999997672,53531.0
34.525468568,108.427525286,8.4378,0.06073745796940267,-0.29391344603584507,2.879967798715843,-30.456333834779365,17.287924656465318,-25.032015,25.032015,-5.208035074507716,-250.32014999908935,250.32014999908935,6.169999999977554,-250.32014999908935,250.32014999908935,6.169999999977554,0.03,0.1,0.0013,0.03,0.1,0.0013,-25.032015,-25.032015,0.617,1.206000000000131,1.206000000000131,1.206000000000131,1.206000000000131,34.526538392,108.423459148,0.0,0.03,1.206000000000131,53531.0
34.525468568,108.427525286,8.4378,0.06213372137099813,-0.2822197400474831,2.880665930416641,-30.458863428736425,17.370000548500194,-25.032015,25.032015,-4.9088802689753805,-250.320150001366,250.320150001366,5.9400000000324145,-250.320150001366,250.320150001366,5.9400000000324145,0.0067,0.13,-0.0004,0.0067,0.13,-0.0004,-25.032015,-25.032015,0.594,1.3059999999995853,1.3059999999995853,1.3059999999995853,1.3059999999995853,34.526538392,108.423459148,0.0,0.0067,1.3059999999995853,53531.0
34.525468568,108.427525286,9.4534,0.06230825429619756,-0.268082573106329,2.881364062117439,0.5518528023005633,-1.9346173028404205,2.242256,-0.0,1.1425087945742334,22.422559999918427,-0.0,5.699999999979263,22.422559999918427,-0.0,5.699999999979263,-0.0014,0.16,-0.0021,-0.0014,0.16,-0.0021,2.242256,0.0,0.57,1.405999999999949,1.405999999999949,1.405999999999949,1.405999999999949,34.526538912,108.423456786,0.0,-0.0014,1.405999999999949,53531.0
34.525468568,108.427525286,9.4534,0.06283185307179587,-0.25080381351158515,2.8824112596686353,0.5551620351350577,-1.9597896685099023,2.242256,-0.0,1.0853296916064479,22.20055445552071,-0.0,5.4158415841767535,22.20055445552071,-0.0,5.4158415841767535,0.0229,0.19,-0.0015,0.0229,0.19,-0.0015,2.242256,0.0,0.547,1.506999999999607,1.506999999999607,1.506999999999607,1.506999999999607,34.526539439,108.423454388,0.0,0.0229,1.506999999999607,53531.0
34.525468568,108.427525286,9.4534,0.0661479786505851,-0.22968532956245377,2.8836329901450313,0.560112242403473,-1.987428250545858,2.242256,-0.0,1.0186482191502537,22.200554455320795,-0.0,5.178217821753082,22.200554455320795,-0.0,5.178217821753082,0.0404,0.23,-0.0023,0.0404,0.23,-0.0023,2.242256,0.0,0.523,1.6080000000001746,1.6080000000001746,1.6080000000001746,1.6080000000001746,34.526539952,108.423452036,0.0,0.0404,1.6080000000001746,53531.0
34.525468568,108.427525286,9.4534,0.06876597252857658,-0.20367992370773827,2.885029253546627,0.564612128467958,-2.021117406310819,2.242256,-0.0,0.9264262214716861,22.422560000122356,-0.0,4.840000000026412,22.422560000122356,-0.0,4.840000000026412,0.018,0.29,-0.0035,0.018,0.29,-0.0035,2.242256,0.0,0.484,1.707999999999629,1.707999999999629,1.707999999999629,1.707999999999629,34.526540466,108.423449671,0.0,0.018,1.707999999999629,53531.0
34.525468568,108.427525286,9.4534,0.06894050545377602,-0.17226399717184032,2.8867745827986213,0.5669677023210927,-2.0591114600124603,2.242256,-0.0,0.8069817775551664,22.422559999918427,-0.0,4.299999999984356,22.422559999918427,-0.0,4.299999999984356,-0.0097,0.34,-0.0062,-0.0097,0.34,-0.0062,2.242256,0.0,0.43,1.8079999999999927,1.8079999999999927,1.8079999999999927,1.8079999999999927,34.526540976,108.423447306,0.0,-0.0097,1.8079999999999927,53531.0
34.525468568,108.427525286,9.4534,0.06649704450098395,-0.1356120828799594,2.8886944449758145,0.567109556458778,-2.096966413844383,2.242256,-0.0,0.6659726568844686,22.20055445552071,-0.0,3.6336633663489364,22.20055445552071,-0.0,3.6336633663489364,-0.0373,0.39,-0.0066,-0.0373,0.39,-0.0066,2.242256,0.0,0.367,1.9089999999996508,1.9089999999996508,1.9089999999996508,1.9089999999996508,34.526541487,108.423444916,0.0,-0.0373,1.9089999999996508,53531.0
34.525468568,108.427525286,9.4534,0.061959188445798695,-0.0958185759344887,2.8906143071530086,0.5650845191854539,-2.130003977817478,2.242256,-0.0,0.5095915130716591,22.422559999918427,-0.0,2.969999999989195,22.422559999918427,-0.0,2.969999999989195,-0.0511,0.4,-0.0051,-0.0511,0.4,-0.0051,2.242256,0.0,0.297,2.0090000000000146,2.0090000000000146,2.0090000000000146,2.0090000000000146,34.526541989,108.423442548,0.0,-0.0511,2.0090000000000146,53531.0
34.525468568,108.427525286,9.4534,0.05567600313861911,-0.05637413483941684,2.892708702255402,0.560217069665203,-2.154772629367599,2.242256,-0.0,0.3446515923653592,22.422559999918427,-0.0,2.189999999992033,22.422559999918427,-0.0,2.189999999992033,-0.0686,0.38,-0.0002,-0.0686,0.38,-0.0002,2.242256,0.0,0.219,2.1090000000003783,2.1090000000003783,2.1090000000003783,2.1090000000003783,34.526542488,108.423440178,0.0,-0.0686,2.1090000000003783,53531.0
34.525468568,108.427525286,9.4534,0.04782202150464463,-0.02007128639793479,2.894803097357795,0.5537907838195882,-2.1692760900580126,2.242256,-0.0,0.19280296262014662,22.422560000122356,-0.0,1.4800000000080762,22.422560000122356,-0.0,1.4800000000080762,-0.0889,0.34,0.0049,-0.0889,0.34,0.0049,2.242256,0.0,0.148,2.2089999999998327,2.2089999999998327,2.2089999999998327,2.2089999999998327,34.526542982,108.423437808,0.0,-0.0889,2.2089999999998327,53531.0
34.525468568,108.427525286,9.4534,0.03787364476827695,0.01064650843716541,2.8968974924601887,0.5465604512977865,-2.1754374242145564,2.242256,-0.0,0.06206171073936666,22.20055445552071,-0.0,0.8514851485177344,22.20055445552071,-0.0,0.8514851485177344,-0.1122,0.28,0.0104,-0.1122,0.28,0.0104,2.242256,0.0,0.086,2.3099999999994907,2.3099999999994907,2.3099999999994907,2.3099999999994907,34.52654348,108.423435401,0.0,-0.1122,2.3099999999994907,53531.0
34.525468568,108.427525286,10.1566,0.025656340004316644,0.035255650890285456,2.898817354637382,0.49066341091865395,-1.9787415705888882,2.039125,-0.0,-0.04889764446364441,20.391249999925815,-0.0,0.22999999999916326,20.391249999925815,-0.0,0.22999999999916326,-0.1335,0.21,0.0142,-0.1335,0.21,0.0142,2.039125,0.0,0.023,2.4099999999998545,2.4099999999998545,2.4099999999998545,2.4099999999998545,34.52654392,108.423433254,0.0,-0.1335,2.4099999999998545,53531.0
34.525468568,108.427525286,10.1566,0.011693705988362009,0.053581608036225914,2.9007372168145755,0.4853154012399667,-1.9766347351447286,2.039125,-0.0,-0.12518326870479662,20.391249999925815,-0.0,-0.1599999999994179,20.391249999925815,-0.0,-0.1599999999994179,-0.1456,0.15,0.0146,-0.1456,0.15,0.0146,2.039125,0.0,-0.016,2.5100000000002183,2.5100000000002183,2.5100000000002183,2.5100000000002183,34.526544359,108.423431095,0.0,-0.1456,2.5100000000002183,53531.0
34.525468568,108.427525286,10.1566,-0.002617993877991494,0.06649704450098395,2.9019589472909715,0.4821826348077347,-1.9728946656846504,2.039125,-0.0,-0.19037413276997958,20.391250000111274,-0.0,-0.5500000000030013,20.391250000111274,-0.0,-0.5500000000030013,-0.1427,0.11,0.0113,-0.1427,0.11,0.0113,2.039125,0.0,-0.055,2.6099999999996726,2.6099999999996726,2.6099999999996726,2.6099999999996726,34.526544795,108.423428935,0.0,-0.1427,2.6099999999996726,53531.0
34.525468568,108.427525286,10.1566,-0.016406094968746697,0.0752236907609556,2.9028316119169686,0.4807150945898526,-1.968447826447866,2.039125,-0.0,-0.24696744322104597,19.991421568654545,-0.0,-0.9215686274522294,19.991421568654545,-0.0,-0.9215686274522294,-0.1326,0.07,0.0075,-0.1326,0.07,0.0075,2.039125,0.0,-0.094,2.7119999999995343,2.7119999999995343,2.7119999999995343,2.7119999999995343,34.526545236,108.423426743,0.0,-0.1326,2.7119999999995343,53531.0
34.525468568,108.427525286,10.1566,-0.028623399732707003,0.08098327729253689,2.9033552106925673,0.4806576938280747,-1.9650528089693553,2.039125,-0.0,-0.28152336483944285,20.391249999925815,-0.0,-1.1699999999957436,20.391249999925815,-0.0,-1.1699999999957436,-0.1091,0.04,0.0034,-0.1091,0.04,0.0034,2.039125,0.0,-0.117,2.811999999999898,2.811999999999898,2.811999999999898,2.811999999999898,34.526545669,108.423424594,0.0,-0.1091,2.811999999999898,53531.0
