lat,lon,alt,roll,pitch,yaw,vn,ve,vf,vl,vu,ax,ay,az,af,al,au,wx,wy,wz,wf,wl,wu,pos_accuracy,vel_accuracy,navstat,numsats,posmode,velmode,orimode,time
34.5254456,108.426014804,0.0,-0.1473057888683214,-0.013788101090755204,-2.7031659454888177,-0.33390502083343,-0.5361825071442202,0.627,0.075,0.0,0.03703920837748878,0.07773706878169274,-0.034092835118013205,0.03703920837748878,0.07773706878169274,-0.034092835118013205,-0.1504,0.04,0.0465,-0.1504,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2100000000000364,1.2100000000000364
34.525444946,108.426013565,0.0,-0.17505652397503124,-0.004537856055185257,-2.693392101677649,-0.7254946077943002,-1.13755158102256,0.659,0.079,0.0,0.1530876027480863,0.054300734297857395,-0.03294857061235873,0.1530876027480863,0.054300734297857395,-0.03294857061235873,-0.1306,0.03,0.0589,-0.1306,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.414000000000044,1.414000000000044
34.525444613,108.426012946,0.0,-0.18709929581379214,-0.0006981317007977319,-2.688156113921666,-0.18108000646235306,-0.27858663685145973,0.672,0.083,0.0,0.12553742493859898,0.07867985041277115,-0.027953156139447346,0.12553742493859898,0.07867985041277115,-0.027953156139447346,-0.1152,0.03,0.0549,-0.1152,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51400000000001,1.51400000000001
34.525444272,108.426012319,0.0,-0.1975712713257581,0.0027925268031909274,-2.68396732371688,-0.37827776497467125,-0.5756617144509621,0.684,0.085,0.0,0.11614498400061891,0.05226034892252237,-0.026175807897668477,0.11614498400061891,0.05226034892252237,-0.026175807897668477,-0.1007,0.03,0.0482,-0.1007,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6140000000000327,1.6140000000000327
34.52544392,108.426011675,0.0,-0.20612338466053032,0.006981317007977318,-2.6801275993624927,-0.39048027546964575,-0.5912697675488009,0.703,0.086,0.0,0.1862113603350819,0.04161169986216452,-0.029960737475280004,0.1862113603350819,0.04161169986216452,-0.029960737475280004,-0.0816,0.03,0.0461,-0.0816,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7139999999999986,1.7139999999999986
34.525443156,108.426010305,0.0,-0.2155481626212997,0.01815142422074103,-2.6680848275237317,-0.8475196625530372,-1.2578254478687005,0.741,0.089,0.0,0.18169776716674857,0.0638500725792768,-0.032944455499284174,0.18169776716674857,0.0638500725792768,-0.032944455499284174,-0.0092,0.03,0.0652,-0.0092,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91700000000003,1.91700000000003
34.525440343,108.42600614,0.0,-0.21415189921970423,0.02111848394913139,-2.661801642216552,-1.5371990924431918,-1.8837306579036768,0.765,0.094,0.0,0.23415258537481046,0.1001799483557238,-0.010459629622134002,0.23415258537481046,0.1001799483557238,-0.010459629622134002,0.0203,0.01,0.0678,0.0203,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.016999999999996,2.016999999999996
34.525439941,108.426005443,0.0,-0.20996310901491783,0.022863813201125717,-2.655692989834572,-0.4459461683836441,-0.6399302450339335,0.775,0.095,0.0,0.0941961113198188,0.0585031823936864,0.0004922068593375822,0.0941961113198188,0.0585031823936864,0.0004922068593375822,0.0479,0.0,0.0625,0.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1170000000000186,2.1170000000000186
34.52543953,108.426004736,0.0,-0.20280725908174108,0.023736477827122883,-2.6499334033029904,-0.45593005186989904,-0.6491114292116674,0.788,0.095,0.0,0.12460865463261533,0.04511139249662764,0.009038153116415976,0.12460865463261533,0.04511139249662764,0.009038153116415976,0.0773,-0.0,0.0558,0.0773,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2170000000000414,2.2170000000000414
34.525438656,108.426003248,0.0,-0.17941984710501707,0.025132741228718343,-2.6392868948658252,-0.9695446668926426,-1.3661638555102475,0.82,0.095,0.0,0.15284876563279062,0.041769963636085206,0.012868946797034724,0.15284876563279062,0.041769963636085206,0.012868946797034724,0.1383,-0.0,0.0563,0.1383,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.420000000000016,2.420000000000016
34.52543821,108.426002494,0.0,-0.16353735091186866,0.025830872929516076,-2.6330037095586456,-0.24372226318558013,-0.3410163235388865,0.845,0.095,0.0,0.24417410209781748,0.05188596552089435,0.017678076546292398,0.24417410209781748,0.05188596552089435,0.017678076546292398,0.1647,-0.01,0.0641,0.1647,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5200000000000387,2.5200000000000387
34.525437752,108.426001726,0.0,-0.14521139376592823,0.025656340004316644,-2.6261969254758677,-0.5080680192236507,-0.7051168593644115,0.864,0.094,0.0,0.18384463693253728,0.046856201814148554,0.02703019471788108,0.18384463693253728,0.046856201814148554,0.02703019471788108,0.1856,-0.01,0.0691,0.1856,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6200000000000045,2.6200000000000045
34.525437281,108.426000944,0.0,-0.12601277199399058,0.024783675378319478,-2.6188665426174915,-0.5224891546523952,-0.7179705490025541,0.883,0.095,0.0,0.18353799571777774,0.07205664426999366,0.033320753804956194,0.18353799571777774,0.07205664426999366,0.033320753804956194,0.1887,-0.02,0.0699,0.1887,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7200000000000273,2.7200000000000273
34.525436283,108.425999319,0.0,-0.09389871375729493,0.02129301687433082,-2.6052529744519353,-1.1071001441985975,-1.4919465109592527,0.911,0.094,0.0,0.13224681282924525,0.05286138043593996,0.0355693642291749,0.13224681282924525,0.05286138043593996,0.0355693642291749,0.1386,-0.02,0.0625,0.1386,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.923000000000002,2.923000000000002
34.525436658,108.42599433,0.0,-0.08237954069413235,0.02007128639793479,-2.598969789144756,0.2049240490528279,-2.2564061438642646,0.918,0.094,0.0,0.06441523298877189,0.056194994566098486,0.02651542575773558,0.06441523298877189,0.056194994566098486,0.02651542575773558,0.1055,-0.02,0.062,0.1055,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0230000000000246,3.0230000000000246
34.525436147,108.425993519,0.0,-0.07417649320975901,0.01937315469713706,-2.5925120709123775,-0.5668618643585631,-0.7445961007611851,0.931,0.095,0.0,0.12419905035414953,0.06868109082505482,0.018381888277315656,0.12419905035414953,0.06868109082505482,0.018381888277315656,0.0744,-0.01,0.066,0.0744,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1230000000000473,3.1230000000000473
34.525435625,108.425992702,0.0,-0.06824237375297829,0.019024088846738195,-2.5853562209792003,-0.5790643608584449,-0.750104842370674,0.943,0.095,0.0,0.11348530407902828,0.06627092794585022,0.013298416978622997,0.11348530407902828,0.06627092794585022,0.013298416978622997,0.054,-0.01,0.0725,0.054,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.223000000000013,3.223000000000013
34.525434508,108.425990993,0.0,-0.05969026041820607,0.017976891295541596,-2.569473724786052,-1.2391089961047947,-1.5690688220572357,0.979,0.095,0.0,0.1705475910448051,0.07341486257335306,0.013138758175712166,0.1705475910448051,0.07341486257335306,0.013138758175712166,0.0313,-0.01,0.0792,0.0313,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4260000000000446,3.4260000000000446
34.525433948,108.425990151,0.0,-0.05759586531581287,0.01710422666954443,-2.561968809002477,-0.306018941915721,-0.38081670340113094,0.987,0.096,0.0,0.07321290873731014,0.08287481068011528,0.014631839553796794,0.07321290873731014,0.08287481068011528,0.014631839553796794,0.0162,-0.01,0.0735,0.0162,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5260000000000105,3.5260000000000105
34.525433377,108.425989308,0.0,-0.05689773361501514,0.016406094968746697,-2.5549874919944986,-0.6334209585141377,-0.7739760535205706,0.996,0.099,0.0,0.08359142311413228,0.09841460858900014,0.011362756630212807,0.08359142311413228,0.09841460858900014,0.011362756630212807,0.0002,-0.01,0.0672,0.0002,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.626000000000033,3.626000000000033
34.525432796,108.425988466,0.0,-0.05846852994181004,0.016231562043547264,-2.5485297737621195,-0.6445141622517281,-0.7730579332032069,1.001,0.102,0.0,0.0438356686592404,0.09411999565251239,0.0038390441863700043,0.0438356686592404,0.09411999565251239,0.0038390441863700043,-0.0209,-0.0,0.0654,-0.0209,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.725999999999999,3.725999999999999
34.525431557,108.425986728,0.0,-0.06597344572538566,0.016929693744344994,-2.535265271446963,-1.374445840427301,-1.5956944745784154,1.032,0.108,0.0,0.14647131110257214,0.09509733139117965,-0.002997158507811357,0.14647131110257214,0.09509733139117965,-0.002997158507811357,-0.0398,0.0,0.0679,-0.0398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9290000000000305,3.9290000000000305
34.525432633,108.425981688,0.0,-0.06963863715457375,0.017453292519943295,-2.528283954438986,0.5879946427411216,-2.2794721717762108,1.042,0.108,0.0,0.09269330917182818,0.07227156123824259,-0.004461758141831727,0.09269330917182818,0.07227156123824259,-0.004461758141831727,-0.0374,0.0,0.0699,-0.0374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.028999999999996,4.028999999999996
34.525432,108.425980822,0.0,-0.07382742735936015,0.017976891295541596,-2.521302637431008,-0.7021986720300007,-0.7950929204413762,1.055,0.11,0.0,0.12269562584670218,0.09297411926850642,-0.00472909093858034,0.12269562584670218,0.09297411926850642,-0.00472909093858034,-0.047,-0.0,0.0707,-0.047,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.129000000000019,4.129000000000019
34.525431355,108.425979953,0.0,-0.07906341511534314,0.01815142422074103,-2.5144958533482304,-0.7155104965936004,-0.7978473173856633,1.066,0.111,0.0,0.10276450930063788,0.08176142076521589,-0.0020537993153387935,0.10276450930063788,0.08176142076521589,-0.0020537993153387935,-0.0564,-0.0,0.0663,-0.0564,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.229000000000042,4.229000000000042
34.525430015,108.425978186,0.0,-0.08499753457212385,0.01832595714594046,-2.5022785485842705,-1.4864869483743743,-1.6223201569995236,1.079,0.111,0.0,0.057765418193252226,0.06404034237725766,0.001175748224036939,0.057765418193252226,0.06404034237725766,0.001175748224036939,-0.0035,-0.0,0.0593,-0.0035,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.432000000000016,4.432000000000016
34.525429347,108.425977316,0.0,-0.08272860654453122,0.018500490071139894,-2.4963444291274897,-0.36503685369023303,-0.39348052471987055,1.083,0.111,0.0,0.033611668832242314,0.06397648812151535,0.005815085751507165,0.033611668832242314,0.06397648812151535,0.005815085751507165,0.0268,-0.0,0.0586,0.0268,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.532000000000039,4.532000000000039
34.525428674,108.425976445,0.0,-0.07853981633974483,0.018675022996339326,-2.490410309670709,-0.7465714063485897,-0.7996836046764113,1.089,0.11,0.0,0.053611580430646046,0.05423381928841123,0.007688660655432585,0.053611580430646046,0.05423381928841123,0.007688660655432585,0.0459,-0.0,0.0601,0.0459,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.632000000000005,4.632000000000005
34.525427993,108.425975575,0.0,-0.07278022980816354,0.018675022996339326,-2.484127124363529,-0.7554459399459114,-0.7987654975704099,1.094,0.11,0.0,0.043325901325024195,0.06826919864696553,0.011186635128064304,0.043325901325024195,0.06826919864696553,0.011186635128064304,0.0575,-0.0,0.0625,0.0575,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.732000000000028,4.732000000000028
34.525426585,108.4259738,0.0,-0.06091199089460211,0.018675022996339326,-2.472258885449968,-1.5619205607696698,-1.629665313346156,1.107,0.105,0.0,0.058005994350901764,0.03927237513327209,0.010212965473046213,0.058005994350901764,0.03927237513327209,0.010212965473046213,0.0543,-0.0,0.0586,0.0543,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.935000000000002,4.935000000000002
34.525427553,108.425971396,0.0,-0.05637413483941684,0.018500490071139894,-2.4663247659931873,0.5289763529634951,-1.0872719532829076,1.11,0.104,0.0,0.023987974542133392,0.055494105347274635,0.010283739922741682,0.023987974542133392,0.055494105347274635,0.010283739922741682,0.0406,-0.0,0.0582,0.0406,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.035000000000025,5.035000000000025
34.525426851,108.425970524,0.0,-0.05305800926062762,0.01815142422074103,-2.4605651794616055,-0.7787416140324327,-0.8006018183836039,1.113,0.101,0.0,0.024225723671030566,0.03364694281011998,0.010603345973843348,0.024225723671030566,0.03364694281011998,0.010603345973843348,0.0305,-0.01,0.0574,0.0305,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.135000000000048,5.135000000000048
34.525426144,108.425969654,0.0,-0.05009094953223726,0.01780235837034216,-2.4546310600048247,-0.7842881982758414,-0.7987655686084554,1.115,0.099,0.0,0.014231215998062407,0.04577970675262412,0.010081025133661695,0.014231215998062407,0.04577970675262412,0.010081025133661695,0.0276,-0.01,0.0602,0.0276,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.235000000000014,5.235000000000014
34.52542468,108.425967899,0.0,-0.045553093477052,0.016755160819145562,-2.441715623540067,-1.6240423352245592,-1.611303039642119,1.123,0.101,0.0,0.033605674178498954,0.08048741509184167,0.011092670046418864,0.033605674178498954,0.08048741509184167,0.011092670046418864,0.0181,-0.01,0.0651,0.0181,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.438000000000045,5.438000000000045
34.525423953,108.425967038,0.0,-0.04415683007545653,0.016755160819145562,-2.4354324382328874,-0.3972781133860397,-0.38941012176933676,1.126,0.101,0.0,0.023883090650677886,0.0705016025292416,0.004422734888738975,0.023883090650677886,0.0705016025292416,0.004422734888738975,0.0137,-0.0,0.0625,0.0137,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538000000000011,5.538000000000011
34.525423219,108.425966182,0.0,-0.04293509959906051,0.016929693744344994,-2.429323785850907,-0.8142398016726139,-0.7859119409207442,1.126,0.102,0.0,-0.005960400331526339,0.07881364548099072,0.002122316927093813,-0.005960400331526339,0.07881364548099072,0.002122316927093813,0.0114,0.0,0.06,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.638000000000034,5.638000000000034
34.525422483,108.425965331,0.0,-0.041189770347066175,0.017278759594743863,-2.423564199319326,-0.8164584326942412,-0.7813213708252587,1.126,0.101,0.0,-0.00569635625376741,0.05496836307376699,0.0004256297416286041,-0.00569635625376741,0.05496836307376699,0.0004256297416286041,0.0169,0.0,0.0573,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7379999999999995,5.7379999999999995
34.525420973,108.425963624,0.0,-0.038397243543875255,0.016406094968746697,-2.412219559181363,-1.6750709614822263,-1.5672334020109628,1.126,0.101,0.0,-0.005261908429363767,0.06271671456266843,0.008555971515269387,-0.005261908429363767,0.06271671456266843,0.008555971515269387,0.0082,-0.01,0.0569,0.0082,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.941000000000031,5.941000000000031
34.525421475,108.425962913,0.0,-0.038397243543875255,0.015009831567151233,-2.4064599726497815,0.2743244205089764,-0.3215683119298061,1.127,0.101,0.0,0.00443960956494555,0.06420884257129968,0.01811562834515966,0.00443960956494555,0.06420884257129968,0.01811562834515966,-0.0049,-0.02,0.0563,-0.0049,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.040999999999997,6.040999999999997
34.525420721,108.425962082,0.0,-0.04014257279586958,0.013788101090755204,-2.4007003861182006,-0.8364261583644217,-0.7629590088951081,1.129,0.102,0.0,0.01443034945749602,0.07431604270828492,0.014522695551844152,0.01443034945749602,0.07431604270828492,0.014522695551844152,-0.0233,-0.01,0.0578,-0.0233,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1410000000000196,6.1410000000000196
34.525419961,108.425961254,0.0,-0.04415683007545653,0.012915436464758038,-2.394940799586619,-0.8430820847306767,-0.7602046541232047,1.13,0.102,0.0,0.004357714825938306,0.06454600437752099,0.008545620910025045,0.004357714825938306,0.06454600437752099,0.008545620910025045,-0.0456,-0.01,0.0577,-0.0456,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.241000000000042,6.241000000000042
34.525418406,108.425959589,0.0,-0.05846852994181004,0.012740903539558606,-2.383596159448656,-1.7249902865399167,-1.5286724719268274,1.132,0.099,0.0,0.004520176444441916,0.04828478262538746,-0.0025973572608783764,0.004520176444441916,0.04828478262538746,-0.0025973572608783764,-0.0841,-0.0,0.0535,-0.0841,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.444000000000017,6.444000000000017
34.525417635,108.425958769,0.0,-0.06719517620178168,0.012740903539558606,-2.3787092375430716,-0.42132244523073015,-0.3708668672356496,1.134,0.098,0.0,0.015305766936200373,0.04524030649032019,-0.004984275399947427,0.015305766936200373,0.04524030649032019,-0.004984275399947427,-0.0897,-0.0,0.0495,-0.0897,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54400000000004,6.54400000000004
34.52541686,108.425957952,0.0,-0.07714355293814937,0.013089969389957472,-2.3739968485626872,-0.859721833232827,-0.7501053868829892,1.137,0.098,0.0,0.025496295248122587,0.05364000338636427,-0.009635846857795135,0.025496295248122587,0.05364000338636427,-0.009635846857795135,-0.1035,-0.0,0.0462,-0.1035,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6440000000000055,6.6440000000000055
34.525416079,108.425957135,0.0,-0.08761552845011533,0.013264502315156905,-2.369458992507502,-0.8663777558463461,-0.7501054120457322,1.142,0.096,0.0,0.04567055945197068,0.03163087705007342,-0.007781351798198537,0.04567055945197068,0.03163087705007342,-0.007781351798198537,-0.1066,-0.0,0.0445,-0.1066,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.744000000000028,6.744000000000028
34.525413332,108.425952574,0.0,-0.10716321607245183,0.014137166941154071,-2.3602087474719315,-3.047296812496172,-4.187552017759451,1.145,0.099,0.0,0.010627745843391443,0.06714949692382884,-0.00861566367455525,0.010627745843391443,0.06714949692382884,-0.00861566367455525,-0.0967,0.0,0.0499,-0.0967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.947000000000003,6.947000000000003
34.525412538,108.425951772,0.0,-0.11711159280881951,0.0153588974175501,-2.354972759715949,-0.4338910628477206,-0.36272594073937375,1.148,0.101,0.0,0.02488281633386641,0.08123327475350989,-0.016813047075849904,0.02488281633386641,0.08123327475350989,-0.016813047075849904,-0.0993,0.01,0.0543,-0.0993,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0470000000000255,7.0470000000000255
34.525411736,108.42595097,0.0,-0.12583823906879116,0.016755160819145562,-2.3495622390347664,-0.8896734225211065,-0.7363337090133029,1.151,0.101,0.0,0.02458796839176001,0.06368019372320272,-0.017008481326118777,0.02458796839176001,0.06368019372320272,-0.017008481326118777,-0.0832,0.01,0.0552,-0.0832,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.147000000000048,7.147000000000048
34.525410929,108.425950173,0.0,-0.1324704902263696,0.01832595714594046,-2.3441517183535843,-0.8952199973673743,-0.7317431149084209,1.152,0.102,0.0,0.004562991190998574,0.07414665565768667,-0.016490820125287315,0.004562991190998574,0.07414665565768667,-0.016490820125287315,-0.0609,0.01,0.055,-0.0609,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.247000000000014,7.247000000000014
34.525409266,108.425948575,0.0,-0.1387536755335492,0.02111848394913139,-2.334901473318014,-1.8447966405377767,-1.4671587977283926,1.156,0.107,0.0,0.015177780288429567,0.07883503486582892,-0.01168304612070088,0.015177780288429567,0.07883503486582892,-0.01168304612070088,-0.0178,0.01,0.0442,-0.0178,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4500000000000455,7.4500000000000455
34.525408442,108.425947787,0.0,-0.13945180723434694,0.02199114857512855,-2.3307126831132274,-0.4502849302568922,-0.35639412919548985,1.161,0.105,0.0,0.0455387533310141,0.029353518355522138,-0.004102901115863837,0.0455387533310141,0.029353518355522138,-0.004102901115863837,-0.0045,0.0,0.0423,-0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.550000000000011,7.550000000000011
34.525407614,108.425946996,0.0,-0.13753194505715316,0.022514747350726852,-2.3265238929084413,-0.9185156940901276,-0.7262344745335526,1.167,0.102,0.0,0.05567253108779143,0.019005060946856653,0.002564539240200183,0.05567253108779143,0.019005060946856653,0.002564539240200183,0.0294,-0.0,0.0428,0.0294,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.650000000000034,7.650000000000034
34.525406776,108.425946202,0.0,-0.1308996938995747,0.022514747350726852,-2.321986036853256,-0.9296088697805356,-0.728988838854295,1.177,0.101,0.0,0.09553633243022652,0.04252194353371808,0.013575155573741282,0.09553633243022652,0.04252194353371808,0.013575155573741282,0.0743,-0.01,0.0456,0.0743,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,7.75
34.52540581,108.425943723,0.0,-0.1090830782496456,0.022514747350726852,-2.3129103247428855,-1.0716005181212398,-2.276023058765441,1.186,0.096,0.0,0.04009790490598219,0.027799759283287928,0.016486812992699322,0.04009790490598219,0.027799759283287928,0.016486812992699322,0.1261,-0.01,0.0423,0.1261,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953000000000031,7.953000000000031
34.525404963,108.425942926,0.0,-0.09546951008408983,0.02234021442552742,-2.309070600388498,-0.4628535578308712,-0.36046466696003504,1.187,0.091,0.0,0.006442486001736202,-0.004782578851315505,0.019389313691464787,0.006442486001736202,-0.004782578851315505,0.019389313691464787,0.1372,-0.0,0.0374,0.1372,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.052999999999997,8.052999999999997
34.525404114,108.425942129,0.0,-0.08133234314293576,0.022514747350726852,-2.3055799418845093,-0.9418113592516623,-0.731743280556377,1.19,0.089,0.0,0.02689608238387984,0.021550416543024243,0.014095477370167808,0.02689608238387984,0.021550416543024243,0.014095477370167808,0.1386,-0.0,0.0342,0.1386,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15300000000002,8.15300000000002
34.52540326,108.425941333,0.0,-0.06841690667817772,0.022165681500327987,-2.302089283380521,-0.9473579453992964,-0.7308251968519678,1.193,0.088,0.0,0.027002767797212727,0.031225627240621927,0.01841071209825324,0.027002767797212727,0.031225627240621927,0.01841071209825324,0.1256,-0.01,0.0342,0.1256,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.253000000000043,8.253000000000043
34.525401514,108.42593972,0.0,-0.04991641660703782,0.020245819323134222,-2.2952824992977425,-1.9368699589253195,-1.4809309700340565,1.197,0.086,0.0,0.016965032111565744,0.029609869871412918,0.021227031788011105,0.016965032111565744,0.029609869871412918,0.021227031788011105,0.0672,-0.02,0.0334,0.0672,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.456000000000017,8.456000000000017
