lat,lon,alt,roll,pitch,yaw,vn,ve,vf,vl,vu,ax,ay,az,af,al,au,wx,wy,wz,wf,wl,wu,pos_accuracy,vel_accuracy,navstat,numsats,posmode,velmode,orimode,time
34.526212674,108.425183332,0.0,-0.034732052114687155,-0.034732052114687155,-2.6790804018112957,0.0,0.0,2.0,-0.078,0.008,0.0,0.0,0.0,0.0,0.0,0.0,-0.0149,0.18,0.0017,-0.0149,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.526212747,108.425183111,0.0,-0.03612831551628262,0.00471238898038469,-2.68082573106329,0.0,0.0,0.07,-0.078,0.008,-9.225620899504715,-0.0029960071220423,-0.37715950901892925,-9.225620899504715,-0.0029960071220423,-0.37715950901892925,-0.0022,0.19,-0.0053,-0.0022,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20900000000006003,0.20900000000006003
34.526212818,108.425182896,0.0,-0.03630284844148206,0.033335788713091695,-2.6832691920160823,0.037685009393506504,-0.09444695492028349,0.07,-0.078,0.008,0.0007396396353143771,-0.00048312493787255824,-0.009933030069791012,0.0007396396353143771,-0.00048312493787255824,-0.009933030069791012,-0.0022,0.08,-0.0064,-0.0022,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000008185,0.41000000000008185
34.526212853,108.42518279,0.0,-0.03769911184307752,0.03874630939427412,-2.68414185664208,0.019316503156867042,-0.04841786114246815,0.07,-0.078,0.008,-8.094852937245064e-05,-0.00035891816576760907,-0.0027432717661187932,-8.094852937245064e-05,-0.00035891816576760907,-0.0027432717661187932,-0.031,0.02,-0.0038,-0.031,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5099999999999909,0.5099999999999909
34.526212888,108.425182683,0.0,-0.04310963252425994,0.038571776469074684,-2.68414185664208,0.038826182050874125,-0.09823800336501269,0.07,-0.078,0.008,-1.8884188302561116e-05,0.00041203716685388344,0.004300413554860309,-1.8884188302561116e-05,0.00041203716685388344,0.004300413554860309,-0.0757,-0.02,0.0019,-0.0757,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6110000000001037,0.6110000000001037
34.526212923,108.425182577,0.0,-0.052708943410228755,0.03490658503988659,-2.683618257866481,0.038441747015303035,-0.09635633735943597,0.07,-0.078,0.008,-5.374634828347652e-06,0.0009639609039918097,0.010087431376743792,-5.374634828347652e-06,0.0009639609039918097,0.010087431376743792,-0.1192,-0.05,0.0066,-0.1192,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7110000000000127,0.7110000000000127
34.526212994,108.425182361,0.0,-0.08237954069413235,0.025830872929516076,-2.68100026398849,0.07876167421732685,-0.19831225054830476,0.07,-0.078,0.008,0.00047561170701393017,0.001651556108981682,0.01471033595424067,0.00047561170701393017,0.001651556108981682,0.01471033595424067,-0.1745,-0.03,0.0149,-0.1745,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9130000000000109,0.9130000000000109
34.52621192,108.425182113,0.0,-0.10070549784007281,0.02495820830351891,-2.679254934736495,-0.5898063790651207,-0.11271873621278512,-0.008,-0.031,0.008,-0.7710687309042867,0.46781251912098004,0.014922230481368114,-0.7710687309042867,0.46781251912098004,0.014922230481368114,-0.1899,0.01,0.0179,-0.1899,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0140000000001237,1.0140000000001237
34.526211948,108.425182106,0.0,-0.12007865253720987,0.027925268031909273,-2.6776841384097008,0.030753402748305403,-0.00636316418855486,-0.008,-0.031,0.008,0.0007998475343082329,0.0013407352745564488,0.0062549581522181475,0.0007998475343082329,0.0013407352745564488,0.0062549581522181475,-0.2012,0.05,0.0179,-0.2012,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1140000000000327,1.1140000000000327
34.526211976,108.425182098,0.0,-0.14049900478554353,0.034732052114687155,-2.6769860067089026,0.03106093678754606,-0.007344898386136852,-0.008,-0.031,0.008,0.0009995598744404384,0.001438136431731882,0.006888041497462618,0.0009995598744404384,0.001438136431731882,0.006888041497462618,-0.2058,0.08,0.0156,-0.2058,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2140000000001692,1.2140000000001692
